Name,Address,Category,Rating,Reviews,PlaceID,Lat,Lng
"Circle K | Car Wash","11640 Providence Rd, Charlotte, NC 28277, USA","car_wash",1.3,4,ChIJh5DysewnVIgRcptaSCaMniQ,35.051370399999996,-80.7702149
"Circle K | Car Wash","9620 Rea Rd, Charlotte, NC 28277, USA","car_wash",0,0,ChIJ34LWOKEpVIgRYEB5QaLuxqU,35.038592,-80.8063142
"Circle K | Car Wash","601 E South Main St, Waxhaw, NC 28173, USA","car_wash",0,0,ChIJ4-eLvSgrVIgROQhMAyNPnP0,34.923017,-80.7385334
"The ShowRoom","6714 Rehobeth Rd, Waxhaw, NC 28173, USA","car_wash",5,62,ChIJ_5NaYDArVIgRsCd1r44oLNo,34.8883387,-80.7769845
"CAR WASH","Lengers Way, Fort Mill, SC 29707, USA","car_wash",0,0,ChIJpyemj6qDVogRNpjpKTnXA4k,35.0008164,-80.856619
"My Detail Buddy","1210 Glynwater Ln, Waxhaw, NC 28173, USA","car_wash",5,86,ChIJ9e_HAXBNnW8R2gVs0J2qEhg,35.0122071,-80.78534370000001
"Tommy's Express® Car Wash","168 Fort Mill Hwy, Indian Land, SC 29707, USA","car_wash",5,2,ChIJAS4MilaDVogR0EwGPCeyFfs,35.0018428,-80.85860149999999
"QuikTrip","8320 Charlotte Hwy, Indian Land, SC 29707, USA","gas_station",4.3,63,ChIJd-l3osqDVogRSLOxloZyJGc,34.9534528,-80.8495283
"Exxon","10130 Charlotte Hwy, Indian Land, SC 29707, USA","gas_station",4.1,380,ChIJE66zAeOCVogR0Ryd5Z241JQ,35.01328710000001,-80.85106429999999
"Circle K | Gas Station","9620 Rea Rd, Charlotte, NC 28277, USA","gas_station",3.6,18,ChIJsTdYHwEoVIgRYxsV3fvKJkw,35.038610999999996,-80.80646000000002
"Shell","6320 Weddington Rd, Wesley Chapel, NC 28104, USA","gas_station",2.8,43,ChIJrQXyxqklVIgRR6ilqXJ09KU,35.0007449,-80.6964024
"Harris Teeter Fuel Center","11041 Golf Links Dr N, Charlotte, NC 28277, USA","gas_station",4.5,74,ChIJ54DV3hcnVIgRauY0n7jXXJc,35.053686299999995,-80.7714141
"Shell","13801 Providence Rd S, Weddington, NC 28104, USA","gas_station",3.7,78,ChIJ6zj_ZIkoVIgRmjg6ZGXsdUI,35.022335,-80.762125
"Exxon","4824 Waxhaw Indian Trail Rd, Matthews, NC 28104, USA","gas_station",4.3,60,ChIJGwjcXgUvVIgR4RjoGFzauZQ,35.0213125,-80.6938844
"7-Eleven Fuel","8313 New Town Rd, Waxhaw, NC 28173, USA","gas_station",4.1,40,ChIJwdFRlK4pVIgRSsi6_bv1MW0,34.9886175,-80.77225949999999
"Exxon","1025 Aspinal St, Waxhaw, NC 28173, USA","gas_station",4,30,ChIJi4DoREUpVIgRXptIHuWCzd0,34.9500581,-80.7560737
"Shell","315 S Broome St, Waxhaw, NC 28173, USA","gas_station",4.1,33,ChIJMaoz5b8rVIgRvOq_7lg1zmw,34.92683400000001,-80.744216
"Roughedge Trading Co LLC","5310 Lancaster Hwy, Monroe, NC 28112, USA","gas_station",4.4,236,ChIJB71huHwyVIgRKbhFPjZtYwM,34.9003017,-80.62300979999999
"Shell","9540 Charlotte Hwy, Indian Land, SC 29707, USA","gas_station",4.2,189,ChIJ-z7kMFOCVogRAeIqFIhT5uU,34.9942089,-80.8539091
"Harris Teeter Fuel Center","6291 Carolina Commons Dr, Indian Land, SC 29707, USA","gas_station",4.5,82,ChIJjzxqQqOBVogRGWnPiamXAlw,34.9367602,-80.8384473
"Costco Gas Station","8810 Charlotte Hwy, Indian Land, SC 29707, USA","gas_station",4.9,25,ChIJXUuQYgCDVogRsWCdG7XUbko,34.9713608,-80.8503765
"Exxon","5595 SC-5, Catawba, SC 29704, USA","gas_station",3.7,122,ChIJyxpoNQ2LVogR0ZqJo4-1nTU,34.8553455,-80.88786429999999
"Chase Bank","6450 Weddington Rd, Wesley Chapel, NC 28104, USA","bank",2.3,15,ChIJKRKWccUvVIgRIOgyRTMEHd8,35.00065,-80.69452
"Bank of America (with Drive-thru ATM)","9923 Rea Rd, Charlotte, NC 28277, USA","bank",2.5,56,ChIJt98JZQQoVIgRRmL5bThWESM,35.0337306,-80.8035275
"Chase Bank","9815 Rea Rd A, Charlotte, NC 28277, USA","bank",3.2,45,ChIJT5rpf2IpVIgRhL9aLfCwK0I,35.035599999999995,-80.8044
"Skyla Credit Union","11228 Ardrey Kell Rd, Charlotte, NC 28277, USA","bank",4,52,ChIJ76aUpMOCVogRoHkD3aAVIFE,35.0257639,-80.8400624
"U.S. Bank Branch","9836 Rea Rd, Charlotte, NC 28277, USA","bank",4.1,17,ChIJb5UVw-UpVIgRGu0vd2rQ0BM,35.034129899999996,-80.80754220000001
"Wells Fargo Bank","9808 Rea Rd, Charlotte, NC 28277, USA","bank",3.5,51,ChIJh3Nd5AMoVIgR92SLKUJzsHU,35.0356232,-80.80539550000002
"Bank of America (with Drive-thru ATM)","6292 Carolina Commons Dr, Indian Land, SC 29707, USA","bank",2.7,50,ChIJ4WS9GHGBVogRPn0l-5J0r64,34.9382661,-80.8379013
"Truliant Federal Credit Union Charlotte","7107 Waverly Walk Ave, Charlotte, NC 28277, USA","bank",4.5,50,ChIJTYCfOc0nVIgRK1fp4y4VuAA,35.0543251,-80.7678985
"State Employees’ Credit Union","10910 Ardrey Kell Rd, Charlotte, NC 28277, USA","bank",3.3,24,ChIJO68DTsGCVogRKwXUG5R0j4M,35.0271971,-80.8378355
"Wells Fargo Bank","11535 Waverly Center Dr Bldg C-1, Charlotte, NC 28277, USA","bank",3.1,22,ChIJKY8hsBAnVIgRB6Dpl4kUBCI,35.0528548,-80.76843769999999
"Bank of America (with Drive-thru ATM)","5935 Weddington Rd, Wesley Chapel, NC 28104, USA","bank",2.8,35,ChIJw4DHM6IvVIgROU3mUV-9Z70,35.001753,-80.69987739999999
"Wells Fargo Bank","8352 Charlotte Hwy STE B, Fort Mill, SC 29707, USA","bank",2.3,9,ChIJ99CfCV6BVogRvJgA8kWgi_w,34.9542808,-80.85088879999999
"Bank of America (with Drive-thru ATM)","11315 Golf Links Dr N, Charlotte, NC 28277, USA","bank",2.5,27,ChIJq1w3wt2CVogRxINWhFo-V_4,35.0547124,-80.77023969999999
"Wells Fargo Bank","5926 Weddington Monroe Rd, Wesley Chapel, NC 28104, USA","bank",2.2,35,ChIJiRwH8BcvVIgRClrETaktGMg,35.0007799,-80.6985531
"State Employees’ Credit Union","11225 Golf Links Dr N, Charlotte, NC 28277, USA","bank",4.1,16,ChIJq6hZhqkmVIgRwzh2KhwOuIU,35.0561544,-80.7705015
"TD Bank","8179 Charlotte Hwy, Indian Land, SC 29707, USA","bank",3.3,17,ChIJvwy52O-BVogRYx9y5x49kO4,34.9503019,-80.84842979999999
"Truist","10009 Rea Rd, Charlotte, NC 28277, USA","bank",3.3,15,ChIJCY56TQIoVIgRIZcLKMeUpn0,35.0327057,-80.80527119999999
"State Employees’ Credit Union","3934 South Providence, Waxhaw, NC 28173, USA","bank",4.4,14,ChIJY4nx98QrVIgRZ_L6WaN0Z3M,34.935772199999995,-80.7511318
"Fifth Third Bank & ATM","6361 Ardrey Kell Rd, Charlotte, NC 28277, USA","bank",4.1,12,ChIJq1wDqxonVIgR4teezvMfMtg,35.0505256,-80.7680201
"Truist","7715 Charlotte Hwy, Indian Land, SC 29707, USA","bank",2.4,27,ChIJJc5lmcqDVogRWPWfcTqAveo,34.936299999999996,-80.8371797
"Bank of America ATM (Drive-thru)","9923 Rea Rd, Charlotte, NC 28277, USA","atm",4.5,2,ChIJCY56TQIoVIgRKKlC4YMyua0,35.0337098,-80.80343119999999
"Truist","8109 Kensington Dr, Waxhaw, NC 28173, USA","atm",2.6,23,ChIJ2TeQ8nwpVIgRUiPJBxIyoTk,34.9544879,-80.7568162
"Wells Fargo ATM","16637 Lancaster Hwy, Charlotte, NC 28277, USA","atm",0,0,ChIJty9JWOeCVogR5bFLayj_zE8,35.0224299,-80.8484596
"Fifth Third Bank & ATM","8100 Kensington Dr, Waxhaw, NC 28173, USA","atm",3,30,ChIJ3c_0hHspVIgRIbylXAtcAlw,34.956330699999995,-80.7577432
"Banfield Pet Hospital","11115 Golf Links Dr Unit C, Charlotte, NC 28277, USA","pharmacy",4.3,147,ChIJm4s0gRInVIgREGRZOMvNbas,35.0540283,-80.77192649999999
"Walker's Drug Store & Post Office","8145 Ardrey Kell Rd STE 105, Charlotte, NC 28277, USA","pharmacy",4.8,31,ChIJ58fxigkoVIgR0B0WSlYVOjQ,35.039035,-80.793596
"Walmart Pharmacy","2520 Cuthbertson Rd, Waxhaw, NC 28173, USA","pharmacy",3.7,27,ChIJgfIwIHspVIgRi1JHVgZoAqo,34.9583942,-80.756204
"Walmart Pharmacy","10048 Charlotte Hwy, Indian Land, SC 29707, USA","pharmacy",3.5,29,ChIJaZfiUvyCVogRo46SwC4v1d8,35.0108084,-80.8493687
"Publix Pharmacy at Cross Creek","8360 Charlotte Hwy, Indian Land, SC 29707, USA","pharmacy",4.7,18,ChIJbykCU4CBVogRtY4a7qN2v_U,34.956181099999995,-80.8497551
"Publix Pharmacy at Marvin Gardens","1615 Providence Rd S, Marvin, NC 28173, USA","pharmacy",4.2,5,ChIJV0Y1z5QpVIgRG6B7vSz7eJ8,34.9876394,-80.7712191
"CVS Pharmacy","6350 Weddington Rd, Wesley Chapel, NC 28104, USA","pharmacy",4.4,35,ChIJ4dFrcRcvVIgRLM8dCPFpfyk,34.999493699999995,-80.6966638
"CVS Pharmacy","9870 Rea Rd, Charlotte, NC 28277, USA","pharmacy",3.9,24,ChIJ3Zq9lQEoVIgR9BBPgCYLjVE,35.0374918,-80.80770059999999
"CVS Pharmacy","7697 Charlotte Hwy, Indian Land, SC 29707, USA","pharmacy",3.5,34,ChIJg5tz75WBVogR-hOzxvmBOow,34.9355031,-80.8370004
"Providence South Animal Hospital","3520 Providence Rd S, Waxhaw, NC 28173, USA","pharmacy",4.8,49,ChIJQ0PafowrVIgRW89RLQJ5sv4,34.945322,-80.755051
"CVS Pharmacy","4908 Houston Field Ct, Charlotte, NC 28277, USA","pharmacy",4.1,11,ChIJ57SGm80nVIgRlysCvPC-wpA,35.050511799999995,-80.7689836
"Harris Teeter Pharmacy","5920 Weddington Rd, Wesley Chapel, NC 28104, USA","pharmacy",4.2,15,ChIJubqTpSIvVIgRx4qR-ccgKOc,34.999838499999996,-80.70004329999999
"Mineral Springs Pharmacy","5910 Waxhaw Hwy Suite A, Mineral Springs, NC 28108, USA","pharmacy",5,38,ChIJGd0iwe8tVIgRBsSVuTIoayg,34.9384331,-80.6694639
"CVS Pharmacy","9628 Rea Rd, Charlotte, NC 28277, USA","pharmacy",3.9,34,ChIJSVDhFgEoVIgRcP3cfdoWETs,35.037863699999996,-80.8061577
"Walgreens Pharmacy","7686 Charlotte Hwy, Fort Mill, SC 29707, USA","pharmacy",3.7,6,ChIJIcD3oZWBVogR2-XFD6EfO74,34.9358789,-80.83529879999999
"Walgreens Pharmacy","5975 Weddington Rd, Matthews, NC 28104, USA","pharmacy",3.7,6,ChIJV8rY4BcvVIgRAiz_E5AoXW0,35.0017115,-80.6989809
"CVS Pharmacy","1142 N Broome St, Waxhaw, NC 28173, USA","pharmacy",4.4,21,ChIJ3_0q5sMrVIgRDFH57ua5VmE,34.9338833,-80.74779889999999
"CVS Pharmacy","10012 Weiss Way, Waxhaw, NC 28173, USA","pharmacy",5,8,ChIJL3uYUiIoVIgR40nh0CYez94,35.0167619,-80.8024367
"Harris Teeter Pharmacy","11135 Golf Links Dr, Charlotte, NC 28277, USA","pharmacy",4.1,10,ChIJYTghIRsnVIgRImRJsqlreLk,35.0518301,-80.7725032
"CVS Pharmacy","6300 Weddington Rd, Matthews, NC 28104, USA","pharmacy",3.7,15,ChIJLS6cixcvVIgR2cO5YQ-se_0,35.000676299999995,-80.697617
"Tryon Medical Partners","16817 Marvin Rd, Charlotte, NC 28277, USA","doctor",4.9,3793,ChIJkSmzeseDVogRDz6863Md_tQ,35.026334,-80.83747799999999
"OrthoCarolina Indian Land","6237 Carolina Commons Dr Suite 110, Indian Land, SC 29707, USA","doctor",4.8,1432,ChIJ-0KNFmKBVogRfUpC7vXOKA8,34.9356079,-80.8383844
"Horizon Eye Care - Waverly, Charlotte NC","11835 Southmore Dr, Charlotte, NC 28277, USA","doctor",4.8,1236,ChIJZ_h2_RknVIgRvR1nkBiCZ_Y,35.0475667,-80.7678998
"Charlotte Eye Ear Nose & Throat Associates, P.A. (CEENTA) - Blakeney","5933 Blakeney Park Dr STE 200, Charlotte, NC 28277, USA","doctor",3.9,405,ChIJ_34LDwMoVIgRqX5EFzkCRE8,35.032776,-80.80654249999999
"Novant Health Blakeney Family Physicians","5815 Blakeney Park Dr Suite 200B, Charlotte, NC 28277, USA","doctor",4.5,350,ChIJs8EFBwMoVIgRVGKuPYMUk6s,35.033245099999995,-80.8068989
"Novant Health Waxhaw Family & Sports Medicine","3614 Providence Rd S #200, Waxhaw, NC 28173, USA","doctor",4.3,228,ChIJO4XMCNorVIgRpOOY1E9nxQI,34.944116099999995,-80.7543084
"Dermatology Specialists of Charlotte","8936 Blakeney Professional Dr, Charlotte, NC 28277, USA","doctor",4.7,617,ChIJxQYrmwIoVIgRkFd9w_rpi_s,35.032868,-80.809588
"Novant Health Waverly Pediatrics & Primary Care","11840 Southmore Dr # 200, Charlotte, NC 28277, USA","doctor",4.5,224,ChIJF2I1AswnVIgRZDhl4xnpKw8,35.0477272,-80.7685568
"Waverly Dental","11840 Southmore Dr #150, Charlotte, NC 28277, USA","doctor",4.7,453,ChIJI2QZ8dInVIgRHPzMtsrlMcE,35.047543999999995,-80.76843889999999
"Tryon Medical Partners - Waverly","11030 Golf Links Dr STE 100, Charlotte, NC 28277, USA","doctor",4.9,2117,ChIJi9oXDkQnVIgRI4jrgL_GckA,35.0546923,-80.7710247
"Atrium Health Primary Care Barnett Family Medicine","7666 Charlotte Hwy #120, Fort Mill, SC 29707, USA","doctor",4.7,734,ChIJnSZ4osqDVogRSlzp7I4uGhk,34.9345135,-80.8350643
"Queen City Ear Nose and Throat","8924 Blakeney Professional Dr, Charlotte, NC 28277, USA","doctor",4.6,253,ChIJKwu3vYEpVIgR7j584l-beiE,35.0331268,-80.80873869999999
"Carolinas Center for Oral & Facial Surgery","8840 Blakeney Professional Dr STE 300, Charlotte, NC 28277, USA","doctor",4.9,1330,ChIJnWnmvwIoVIgRPICVCOfud3s,35.031987099999995,-80.8084009
"Lume Pediatric Dentistry & Orthodontics - Waverly","11835 Southmore Dr STE 201, Charlotte, NC 28277, USA","doctor",4.8,317,ChIJ7aQ-7tInVIgRAhPD5GlUl_0,35.0476951,-80.7677688
"Atrium Health Levine Children's Charlotte Pediatrics","6235 Blakeney Park Dr #100, Charlotte, NC 28277, USA","doctor",4.2,80,ChIJhZbDKVqcVogRqoy1p0RUe7k,35.029015799999996,-80.8086532
"Novant Health Pediatrics Blakeney","9224 Ardrey Kell Rd STE 200, Charlotte, NC 28277, USA","doctor",4.7,85,ChIJHYX6sVCdVogR3tc1iyZz7X8,35.032150699999995,-80.8149351
"Bird Pediatric Dentistry","16607 Riverstone Way STE 300, Charlotte, NC 28277, USA","doctor",4.4,261,ChIJ__14gcOCVogRBTQ6_Hw-4Rk,35.027440899999995,-80.8395234
"Carrington Square Dental","2917 Providence Rd S Suite A, Waxhaw, NC 28173, USA","doctor",5,1083,ChIJA-TsK6idVogRneQBe7pAX9s,34.9616928,-80.75949849999999
